,area,item_code,item,element,year,unit,value_exp_qty
651,Argentina,44,Barley,Export Quantity,1961,tonnes,128684.0
652,Argentina,44,Barley,Export Quantity,1962,tonnes,178208.0
653,Argentina,44,Barley,Export Quantity,1963,tonnes,44942.0
654,Argentina,44,Barley,Export Quantity,1964,tonnes,535846.0
655,Argentina,44,Barley,Export Quantity,1965,tonnes,299816.0
656,Argentina,44,Barley,Export Quantity,1966,tonnes,114525.0
657,Argentina,44,Barley,Export Quantity,1967,tonnes,65115.0
658,Argentina,44,Barley,Export Quantity,1968,tonnes,181628.0
659,Argentina,44,Barley,Export Quantity,1969,tonnes,208454.0
660,Argentina,44,Barley,Export Quantity,1970,tonnes,91878.0
661,Argentina,44,Barley,Export Quantity,1971,tonnes,74823.0
662,Argentina,44,Barley,Export Quantity,1972,tonnes,89277.0
663,Argentina,44,Barley,Export Quantity,1973,tonnes,157618.0
664,Argentina,44,Barley,Export Quantity,1974,tonnes,108285.0
665,Argentina,44,Barley,Export Quantity,1975,tonnes,18038.0
666,Argentina,44,Barley,Export Quantity,1976,tonnes,35268.0
667,Argentina,44,Barley,Export Quantity,1977,tonnes,75380.0
668,Argentina,44,Barley,Export Quantity,1978,tonnes,14628.0
669,Argentina,44,Barley,Export Quantity,1979,tonnes,57571.0
670,Argentina,44,Barley,Export Quantity,1980,tonnes,43279.0
671,Argentina,44,Barley,Export Quantity,1981,tonnes,6006.0
672,Argentina,44,Barley,Export Quantity,1982,tonnes,1024.0
673,Argentina,44,Barley,Export Quantity,1983,tonnes,31412.0
674,Argentina,44,Barley,Export Quantity,1984,tonnes,18151.0
675,Argentina,44,Barley,Export Quantity,1985,tonnes,33998.0
676,Argentina,44,Barley,Export Quantity,1986,tonnes,560.0
677,Argentina,44,Barley,Export Quantity,1987,tonnes,12000.0
678,Argentina,44,Barley,Export Quantity,1988,tonnes,102764.0
679,Argentina,44,Barley,Export Quantity,1989,tonnes,104715.0
680,Argentina,44,Barley,Export Quantity,1990,tonnes,50134.0
681,Argentina,44,Barley,Export Quantity,1991,tonnes,52901.0
682,Argentina,44,Barley,Export Quantity,1992,tonnes,173347.0
683,Argentina,44,Barley,Export Quantity,1993,tonnes,120580.0
684,Argentina,44,Barley,Export Quantity,1994,tonnes,98725.0
685,Argentina,44,Barley,Export Quantity,1995,tonnes,22114.0
686,Argentina,44,Barley,Export Quantity,1996,tonnes,7364.0
687,Argentina,44,Barley,Export Quantity,1997,tonnes,228767.0
688,Argentina,44,Barley,Export Quantity,1998,tonnes,138433.0
689,Argentina,44,Barley,Export Quantity,1999,tonnes,125637.0
690,Argentina,44,Barley,Export Quantity,2000,tonnes,36926.56
691,Argentina,44,Barley,Export Quantity,2001,tonnes,201329.0
692,Argentina,44,Barley,Export Quantity,2002,tonnes,112898.0
693,Argentina,44,Barley,Export Quantity,2003,tonnes,66150.0
694,Argentina,44,Barley,Export Quantity,2004,tonnes,196665.0
695,Argentina,44,Barley,Export Quantity,2005,tonnes,325359.0
696,Argentina,44,Barley,Export Quantity,2006,tonnes,389707.0
697,Argentina,44,Barley,Export Quantity,2007,tonnes,523179.0
698,Argentina,44,Barley,Export Quantity,2008,tonnes,960090.0
699,Argentina,44,Barley,Export Quantity,2009,tonnes,1011887.0
700,Argentina,44,Barley,Export Quantity,2010,tonnes,535794.0
701,Argentina,44,Barley,Export Quantity,2011,tonnes,2149148.0
702,Argentina,44,Barley,Export Quantity,2012,tonnes,3448276.0
703,Argentina,44,Barley,Export Quantity,2013,tonnes,3359576.0
704,Argentina,44,Barley,Export Quantity,2014,tonnes,2730127.0
705,Argentina,44,Barley,Export Quantity,2015,tonnes,1541983.0
706,Argentina,44,Barley,Export Quantity,2016,tonnes,3227439.0
707,Argentina,44,Barley,Export Quantity,2017,tonnes,2564500.0
708,Argentina,44,Barley,Export Quantity,2018,tonnes,2587696.0
709,Argentina,44,Barley,Export Quantity,2019,tonnes,2517497.0
710,Argentina,44,Barley,Export Quantity,2020,tonnes,2233130.0
711,Argentina,56,Maize (corn),Export Quantity,1961,tonnes,1730146.0
712,Argentina,56,Maize (corn),Export Quantity,1962,tonnes,2931028.0
713,Argentina,56,Maize (corn),Export Quantity,1963,tonnes,2447080.0
714,Argentina,56,Maize (corn),Export Quantity,1964,tonnes,3339296.0
715,Argentina,56,Maize (corn),Export Quantity,1965,tonnes,2802317.0
716,Argentina,56,Maize (corn),Export Quantity,1966,tonnes,3751533.0
717,Argentina,56,Maize (corn),Export Quantity,1967,tonnes,4317988.0
718,Argentina,56,Maize (corn),Export Quantity,1968,tonnes,2892697.0
719,Argentina,56,Maize (corn),Export Quantity,1969,tonnes,4024197.0
720,Argentina,56,Maize (corn),Export Quantity,1970,tonnes,5232847.0
721,Argentina,56,Maize (corn),Export Quantity,1971,tonnes,6128393.0
722,Argentina,56,Maize (corn),Export Quantity,1972,tonnes,3005182.0
723,Argentina,56,Maize (corn),Export Quantity,1973,tonnes,4032708.0
724,Argentina,56,Maize (corn),Export Quantity,1974,tonnes,5524632.0
725,Argentina,56,Maize (corn),Export Quantity,1975,tonnes,3886982.0
726,Argentina,56,Maize (corn),Export Quantity,1976,tonnes,3080350.0
727,Argentina,56,Maize (corn),Export Quantity,1977,tonnes,5430728.0
728,Argentina,56,Maize (corn),Export Quantity,1978,tonnes,5895312.0
729,Argentina,56,Maize (corn),Export Quantity,1979,tonnes,5960462.0
730,Argentina,56,Maize (corn),Export Quantity,1980,tonnes,3480770.0
731,Argentina,56,Maize (corn),Export Quantity,1981,tonnes,9162730.0
732,Argentina,56,Maize (corn),Export Quantity,1982,tonnes,5225961.0
733,Argentina,56,Maize (corn),Export Quantity,1983,tonnes,6525437.0
734,Argentina,56,Maize (corn),Export Quantity,1984,tonnes,5518343.0
735,Argentina,56,Maize (corn),Export Quantity,1985,tonnes,7069304.0
736,Argentina,56,Maize (corn),Export Quantity,1986,tonnes,7410606.0
737,Argentina,56,Maize (corn),Export Quantity,1987,tonnes,3987324.0
738,Argentina,56,Maize (corn),Export Quantity,1988,tonnes,4216714.0
739,Argentina,56,Maize (corn),Export Quantity,1989,tonnes,1902568.0
740,Argentina,56,Maize (corn),Export Quantity,1990,tonnes,2997890.0
741,Argentina,56,Maize (corn),Export Quantity,1991,tonnes,3897726.0
742,Argentina,56,Maize (corn),Export Quantity,1992,tonnes,6092827.0
743,Argentina,56,Maize (corn),Export Quantity,1993,tonnes,4870801.0
744,Argentina,56,Maize (corn),Export Quantity,1994,tonnes,4153739.0
745,Argentina,56,Maize (corn),Export Quantity,1995,tonnes,6000873.0
746,Argentina,56,Maize (corn),Export Quantity,1996,tonnes,6424596.0
747,Argentina,56,Maize (corn),Export Quantity,1997,tonnes,10979204.0
748,Argentina,56,Maize (corn),Export Quantity,1998,tonnes,12442471.0
749,Argentina,56,Maize (corn),Export Quantity,1999,tonnes,7889791.0
750,Argentina,56,Maize (corn),Export Quantity,2000,tonnes,10846503.0
751,Argentina,56,Maize (corn),Export Quantity,2001,tonnes,10934068.0
752,Argentina,56,Maize (corn),Export Quantity,2002,tonnes,9483591.0
753,Argentina,56,Maize (corn),Export Quantity,2003,tonnes,11912789.0
754,Argentina,56,Maize (corn),Export Quantity,2004,tonnes,10692005.0
755,Argentina,56,Maize (corn),Export Quantity,2005,tonnes,14643493.0
756,Argentina,56,Maize (corn),Export Quantity,2006,tonnes,10399802.0
757,Argentina,56,Maize (corn),Export Quantity,2007,tonnes,14990342.0
758,Argentina,56,Maize (corn),Export Quantity,2008,tonnes,15383217.0
759,Argentina,56,Maize (corn),Export Quantity,2009,tonnes,8535937.0
760,Argentina,56,Maize (corn),Export Quantity,2010,tonnes,17546457.0
761,Argentina,56,Maize (corn),Export Quantity,2011,tonnes,15805601.0
762,Argentina,56,Maize (corn),Export Quantity,2012,tonnes,17855374.0
763,Argentina,56,Maize (corn),Export Quantity,2013,tonnes,20069440.0
764,Argentina,56,Maize (corn),Export Quantity,2014,tonnes,15895181.0
765,Argentina,56,Maize (corn),Export Quantity,2015,tonnes,16729496.0
766,Argentina,56,Maize (corn),Export Quantity,2016,tonnes,24504610.0
767,Argentina,56,Maize (corn),Export Quantity,2017,tonnes,23706382.0
768,Argentina,56,Maize (corn),Export Quantity,2018,tonnes,23178876.0
769,Argentina,56,Maize (corn),Export Quantity,2019,tonnes,36075720.0
770,Argentina,56,Maize (corn),Export Quantity,2020,tonnes,36881996.0
771,Argentina,79,Millet,Export Quantity,1961,tonnes,99550.0
772,Argentina,79,Millet,Export Quantity,1962,tonnes,205536.0
773,Argentina,79,Millet,Export Quantity,1963,tonnes,92702.0
774,Argentina,79,Millet,Export Quantity,1964,tonnes,205745.0
775,Argentina,79,Millet,Export Quantity,1965,tonnes,121971.0
776,Argentina,79,Millet,Export Quantity,1966,tonnes,168298.0
777,Argentina,79,Millet,Export Quantity,1967,tonnes,212928.0
778,Argentina,79,Millet,Export Quantity,1968,tonnes,151659.0
779,Argentina,79,Millet,Export Quantity,1969,tonnes,118772.0
780,Argentina,79,Millet,Export Quantity,1970,tonnes,59913.0
781,Argentina,79,Millet,Export Quantity,1971,tonnes,128789.0
782,Argentina,79,Millet,Export Quantity,1972,tonnes,80827.0
783,Argentina,79,Millet,Export Quantity,1973,tonnes,117822.0
784,Argentina,79,Millet,Export Quantity,1974,tonnes,78338.0
785,Argentina,79,Millet,Export Quantity,1975,tonnes,94413.0
786,Argentina,79,Millet,Export Quantity,1976,tonnes,124303.0
787,Argentina,79,Millet,Export Quantity,1977,tonnes,171730.0
788,Argentina,79,Millet,Export Quantity,1978,tonnes,195916.0
789,Argentina,79,Millet,Export Quantity,1979,tonnes,138816.0
790,Argentina,79,Millet,Export Quantity,1980,tonnes,63396.0
791,Argentina,79,Millet,Export Quantity,1981,tonnes,136442.0
792,Argentina,79,Millet,Export Quantity,1982,tonnes,100750.0
793,Argentina,79,Millet,Export Quantity,1983,tonnes,95906.0
794,Argentina,79,Millet,Export Quantity,1984,tonnes,54168.0
795,Argentina,79,Millet,Export Quantity,1985,tonnes,93340.0
796,Argentina,79,Millet,Export Quantity,1986,tonnes,31997.0
797,Argentina,79,Millet,Export Quantity,1987,tonnes,60122.0
798,Argentina,79,Millet,Export Quantity,1988,tonnes,67234.0
799,Argentina,79,Millet,Export Quantity,1989,tonnes,26587.0
800,Argentina,79,Millet,Export Quantity,1990,tonnes,45951.0
801,Argentina,79,Millet,Export Quantity,1991,tonnes,50444.0
802,Argentina,79,Millet,Export Quantity,1992,tonnes,41425.0
803,Argentina,79,Millet,Export Quantity,1993,tonnes,43450.0
804,Argentina,79,Millet,Export Quantity,1994,tonnes,43837.0
805,Argentina,79,Millet,Export Quantity,1995,tonnes,28175.0
806,Argentina,79,Millet,Export Quantity,1996,tonnes,21936.0
807,Argentina,79,Millet,Export Quantity,1997,tonnes,42379.0
808,Argentina,79,Millet,Export Quantity,1998,tonnes,28328.0
809,Argentina,79,Millet,Export Quantity,1999,tonnes,13700.0
810,Argentina,79,Millet,Export Quantity,2000,tonnes,18261.63
811,Argentina,79,Millet,Export Quantity,2001,tonnes,18424.0
812,Argentina,79,Millet,Export Quantity,2002,tonnes,7600.0
813,Argentina,79,Millet,Export Quantity,2003,tonnes,2603.0
814,Argentina,79,Millet,Export Quantity,2004,tonnes,1564.0
815,Argentina,79,Millet,Export Quantity,2005,tonnes,4560.0
816,Argentina,79,Millet,Export Quantity,2006,tonnes,5229.0
817,Argentina,79,Millet,Export Quantity,2007,tonnes,5066.0
818,Argentina,79,Millet,Export Quantity,2008,tonnes,1695.0
819,Argentina,79,Millet,Export Quantity,2009,tonnes,1991.0
820,Argentina,79,Millet,Export Quantity,2010,tonnes,3198.0
821,Argentina,79,Millet,Export Quantity,2011,tonnes,13913.0
822,Argentina,79,Millet,Export Quantity,2012,tonnes,7140.0
823,Argentina,79,Millet,Export Quantity,2013,tonnes,6276.0
824,Argentina,79,Millet,Export Quantity,2014,tonnes,820.0
825,Argentina,79,Millet,Export Quantity,2015,tonnes,1581.0
826,Argentina,79,Millet,Export Quantity,2016,tonnes,6422.0
827,Argentina,79,Millet,Export Quantity,2017,tonnes,1297.0
828,Argentina,79,Millet,Export Quantity,2019,tonnes,1367.0
829,Argentina,79,Millet,Export Quantity,2020,tonnes,3340.0
830,Argentina,75,Oats,Export Quantity,1961,tonnes,247650.0
831,Argentina,75,Oats,Export Quantity,1962,tonnes,318066.0
832,Argentina,75,Oats,Export Quantity,1963,tonnes,94621.0
833,Argentina,75,Oats,Export Quantity,1964,tonnes,467244.0
834,Argentina,75,Oats,Export Quantity,1965,tonnes,348792.0
835,Argentina,75,Oats,Export Quantity,1966,tonnes,111078.0
836,Argentina,75,Oats,Export Quantity,1967,tonnes,197315.0
837,Argentina,75,Oats,Export Quantity,1968,tonnes,316568.0
838,Argentina,75,Oats,Export Quantity,1969,tonnes,127578.0
839,Argentina,75,Oats,Export Quantity,1970,tonnes,224606.0
840,Argentina,75,Oats,Export Quantity,1971,tonnes,107356.0
841,Argentina,75,Oats,Export Quantity,1972,tonnes,119768.0
842,Argentina,75,Oats,Export Quantity,1973,tonnes,199345.0
843,Argentina,75,Oats,Export Quantity,1974,tonnes,189756.0
844,Argentina,75,Oats,Export Quantity,1975,tonnes,20371.0
845,Argentina,75,Oats,Export Quantity,1976,tonnes,8767.0
846,Argentina,75,Oats,Export Quantity,1977,tonnes,178811.0
847,Argentina,75,Oats,Export Quantity,1978,tonnes,337475.0
848,Argentina,75,Oats,Export Quantity,1979,tonnes,82946.0
849,Argentina,75,Oats,Export Quantity,1980,tonnes,61934.0
850,Argentina,75,Oats,Export Quantity,1981,tonnes,122913.0
851,Argentina,75,Oats,Export Quantity,1982,tonnes,53681.0
852,Argentina,75,Oats,Export Quantity,1983,tonnes,82900.0
853,Argentina,75,Oats,Export Quantity,1984,tonnes,45789.0
854,Argentina,75,Oats,Export Quantity,1985,tonnes,100154.0
855,Argentina,75,Oats,Export Quantity,1986,tonnes,3750.0
856,Argentina,75,Oats,Export Quantity,1987,tonnes,15116.0
857,Argentina,75,Oats,Export Quantity,1988,tonnes,311932.0
858,Argentina,75,Oats,Export Quantity,1989,tonnes,119302.0
859,Argentina,75,Oats,Export Quantity,1990,tonnes,127785.0
860,Argentina,75,Oats,Export Quantity,1991,tonnes,39951.0
861,Argentina,75,Oats,Export Quantity,1992,tonnes,9478.0
862,Argentina,75,Oats,Export Quantity,1993,tonnes,8656.0
863,Argentina,75,Oats,Export Quantity,1994,tonnes,19990.0
864,Argentina,75,Oats,Export Quantity,1995,tonnes,7997.0
865,Argentina,75,Oats,Export Quantity,1996,tonnes,158.0
866,Argentina,75,Oats,Export Quantity,1997,tonnes,1295.0
867,Argentina,75,Oats,Export Quantity,1998,tonnes,7476.0
868,Argentina,75,Oats,Export Quantity,1999,tonnes,2666.0
869,Argentina,75,Oats,Export Quantity,2000,tonnes,16924.66
870,Argentina,75,Oats,Export Quantity,2001,tonnes,15964.0
871,Argentina,75,Oats,Export Quantity,2002,tonnes,8475.0
872,Argentina,75,Oats,Export Quantity,2003,tonnes,65.0
873,Argentina,75,Oats,Export Quantity,2004,tonnes,135.0
874,Argentina,75,Oats,Export Quantity,2005,tonnes,2483.0
875,Argentina,75,Oats,Export Quantity,2006,tonnes,1758.0
876,Argentina,75,Oats,Export Quantity,2007,tonnes,1840.0
877,Argentina,75,Oats,Export Quantity,2008,tonnes,1091.0
878,Argentina,75,Oats,Export Quantity,2009,tonnes,4786.0
879,Argentina,75,Oats,Export Quantity,2010,tonnes,556.0
880,Argentina,75,Oats,Export Quantity,2011,tonnes,6368.0
881,Argentina,75,Oats,Export Quantity,2012,tonnes,13673.0
882,Argentina,75,Oats,Export Quantity,2013,tonnes,1811.0
883,Argentina,75,Oats,Export Quantity,2014,tonnes,1939.0
884,Argentina,75,Oats,Export Quantity,2015,tonnes,1640.0
885,Argentina,75,Oats,Export Quantity,2016,tonnes,3392.0
886,Argentina,75,Oats,Export Quantity,2017,tonnes,838.0
887,Argentina,75,Oats,Export Quantity,2018,tonnes,70.0
888,Argentina,75,Oats,Export Quantity,2020,tonnes,3085.0
889,Argentina,92,Quinoa,Export Quantity,2012,tonnes,19.0
890,Argentina,92,Quinoa,Export Quantity,2013,tonnes,15.0
891,Argentina,92,Quinoa,Export Quantity,2014,tonnes,0.0
892,Argentina,27,Rice,Export Quantity,1961,tonnes,0.0
893,Argentina,27,Rice,Export Quantity,1962,tonnes,0.0
894,Argentina,27,Rice,Export Quantity,1963,tonnes,0.0
895,Argentina,27,Rice,Export Quantity,1964,tonnes,0.0
896,Argentina,27,Rice,Export Quantity,1965,tonnes,0.0
897,Argentina,27,Rice,Export Quantity,1966,tonnes,0.0
898,Argentina,27,Rice,Export Quantity,1967,tonnes,0.0
899,Argentina,27,Rice,Export Quantity,1968,tonnes,0.0
900,Argentina,27,Rice,Export Quantity,1969,tonnes,0.0
901,Argentina,27,Rice,Export Quantity,1970,tonnes,0.0
902,Argentina,27,Rice,Export Quantity,1971,tonnes,0.0
903,Argentina,27,Rice,Export Quantity,1972,tonnes,0.0
904,Argentina,27,Rice,Export Quantity,1973,tonnes,0.0
905,Argentina,27,Rice,Export Quantity,1974,tonnes,0.0
906,Argentina,27,Rice,Export Quantity,1975,tonnes,17415.0
907,Argentina,27,Rice,Export Quantity,1976,tonnes,14394.0
908,Argentina,27,Rice,Export Quantity,1977,tonnes,82675.0
909,Argentina,27,Rice,Export Quantity,1978,tonnes,84370.0
910,Argentina,27,Rice,Export Quantity,1979,tonnes,30131.0
911,Argentina,27,Rice,Export Quantity,1980,tonnes,65606.0
912,Argentina,27,Rice,Export Quantity,1981,tonnes,92646.0
913,Argentina,27,Rice,Export Quantity,1982,tonnes,5825.0
914,Argentina,27,Rice,Export Quantity,1983,tonnes,5898.0
915,Argentina,27,Rice,Export Quantity,1984,tonnes,1479.0
916,Argentina,27,Rice,Export Quantity,1985,tonnes,0.0
917,Argentina,27,Rice,Export Quantity,1986,tonnes,0.0
918,Argentina,27,Rice,Export Quantity,1987,tonnes,0.0
919,Argentina,27,Rice,Export Quantity,1988,tonnes,0.0
920,Argentina,27,Rice,Export Quantity,1989,tonnes,0.0
921,Argentina,27,Rice,Export Quantity,1990,tonnes,250.0
922,Argentina,27,Rice,Export Quantity,1991,tonnes,9208.0
923,Argentina,27,Rice,Export Quantity,1992,tonnes,65615.0
924,Argentina,27,Rice,Export Quantity,1993,tonnes,46986.0
925,Argentina,27,Rice,Export Quantity,1994,tonnes,12188.0
926,Argentina,27,Rice,Export Quantity,1995,tonnes,37468.0
927,Argentina,27,Rice,Export Quantity,1996,tonnes,28944.0
928,Argentina,27,Rice,Export Quantity,1997,tonnes,123268.0
929,Argentina,27,Rice,Export Quantity,1998,tonnes,113751.0
930,Argentina,27,Rice,Export Quantity,1999,tonnes,350410.0
931,Argentina,27,Rice,Export Quantity,2000,tonnes,201591.34
932,Argentina,27,Rice,Export Quantity,2001,tonnes,169709.0
933,Argentina,27,Rice,Export Quantity,2002,tonnes,126720.0
934,Argentina,27,Rice,Export Quantity,2003,tonnes,42002.0
935,Argentina,27,Rice,Export Quantity,2004,tonnes,47427.0
936,Argentina,27,Rice,Export Quantity,2005,tonnes,4511.0
937,Argentina,27,Rice,Export Quantity,2006,tonnes,1264.0
938,Argentina,27,Rice,Export Quantity,2007,tonnes,3423.0
939,Argentina,27,Rice,Export Quantity,2008,tonnes,7353.0
940,Argentina,27,Rice,Export Quantity,2009,tonnes,67866.0
941,Argentina,27,Rice,Export Quantity,2010,tonnes,90137.0
942,Argentina,27,Rice,Export Quantity,2011,tonnes,123796.0
943,Argentina,27,Rice,Export Quantity,2012,tonnes,28348.0
944,Argentina,27,Rice,Export Quantity,2013,tonnes,37081.0
945,Argentina,27,Rice,Export Quantity,2014,tonnes,43436.0
946,Argentina,27,Rice,Export Quantity,2015,tonnes,4641.0
947,Argentina,27,Rice,Export Quantity,2016,tonnes,15556.0
948,Argentina,27,Rice,Export Quantity,2017,tonnes,46074.0
949,Argentina,27,Rice,Export Quantity,2018,tonnes,31165.0
950,Argentina,27,Rice,Export Quantity,2019,tonnes,59680.0
951,Argentina,71,Rye,Export Quantity,1961,tonnes,40843.0
952,Argentina,71,Rye,Export Quantity,1962,tonnes,9760.0
953,Argentina,71,Rye,Export Quantity,1963,tonnes,2499.0
954,Argentina,71,Rye,Export Quantity,1964,tonnes,112145.0
955,Argentina,71,Rye,Export Quantity,1965,tonnes,96388.0
956,Argentina,71,Rye,Export Quantity,1966,tonnes,4555.0
957,Argentina,71,Rye,Export Quantity,1967,tonnes,3427.0
958,Argentina,71,Rye,Export Quantity,1968,tonnes,19172.0
959,Argentina,71,Rye,Export Quantity,1969,tonnes,13454.0
960,Argentina,71,Rye,Export Quantity,1970,tonnes,26389.0
961,Argentina,71,Rye,Export Quantity,1971,tonnes,3823.0
962,Argentina,71,Rye,Export Quantity,1972,tonnes,2483.0
963,Argentina,71,Rye,Export Quantity,1973,tonnes,92743.0
964,Argentina,71,Rye,Export Quantity,1974,tonnes,109566.0
965,Argentina,71,Rye,Export Quantity,1975,tonnes,3587.0
966,Argentina,71,Rye,Export Quantity,1976,tonnes,3101.0
967,Argentina,71,Rye,Export Quantity,1977,tonnes,1375.0
968,Argentina,71,Rye,Export Quantity,1978,tonnes,273.0
969,Argentina,71,Rye,Export Quantity,1979,tonnes,1877.0
970,Argentina,71,Rye,Export Quantity,1980,tonnes,48537.0
971,Argentina,71,Rye,Export Quantity,1981,tonnes,49077.0
972,Argentina,71,Rye,Export Quantity,1982,tonnes,24000.0
973,Argentina,71,Rye,Export Quantity,1983,tonnes,323.0
974,Argentina,71,Rye,Export Quantity,1984,tonnes,149.0
975,Argentina,71,Rye,Export Quantity,1985,tonnes,0.0
976,Argentina,71,Rye,Export Quantity,1986,tonnes,0.0
977,Argentina,71,Rye,Export Quantity,1987,tonnes,0.0
978,Argentina,71,Rye,Export Quantity,1988,tonnes,11250.0
979,Argentina,71,Rye,Export Quantity,1989,tonnes,140.0
980,Argentina,71,Rye,Export Quantity,1990,tonnes,0.0
981,Argentina,71,Rye,Export Quantity,1991,tonnes,0.0
982,Argentina,71,Rye,Export Quantity,1992,tonnes,0.0
983,Argentina,71,Rye,Export Quantity,1993,tonnes,41.0
984,Argentina,71,Rye,Export Quantity,1994,tonnes,0.0
985,Argentina,71,Rye,Export Quantity,1995,tonnes,0.0
986,Argentina,71,Rye,Export Quantity,1996,tonnes,115.0
987,Argentina,71,Rye,Export Quantity,1997,tonnes,28.0
988,Argentina,71,Rye,Export Quantity,1998,tonnes,4.0
989,Argentina,71,Rye,Export Quantity,1999,tonnes,0.0
990,Argentina,71,Rye,Export Quantity,2000,tonnes,56.0
991,Argentina,71,Rye,Export Quantity,2001,tonnes,3.0
992,Argentina,71,Rye,Export Quantity,2002,tonnes,0.0
993,Argentina,71,Rye,Export Quantity,2003,tonnes,43.0
994,Argentina,71,Rye,Export Quantity,2004,tonnes,0.0
995,Argentina,71,Rye,Export Quantity,2005,tonnes,12.0
996,Argentina,71,Rye,Export Quantity,2006,tonnes,0.0
997,Argentina,71,Rye,Export Quantity,2007,tonnes,27.0
998,Argentina,71,Rye,Export Quantity,2008,tonnes,76.0
999,Argentina,71,Rye,Export Quantity,2009,tonnes,3.0
1000,Argentina,71,Rye,Export Quantity,2010,tonnes,0.0
1001,Argentina,71,Rye,Export Quantity,2011,tonnes,471.0
1002,Argentina,71,Rye,Export Quantity,2012,tonnes,304.0
1003,Argentina,71,Rye,Export Quantity,2013,tonnes,618.0
1004,Argentina,71,Rye,Export Quantity,2014,tonnes,484.0
1005,Argentina,71,Rye,Export Quantity,2015,tonnes,233.0
1006,Argentina,71,Rye,Export Quantity,2016,tonnes,694.0
1007,Argentina,71,Rye,Export Quantity,2017,tonnes,109.0
1008,Argentina,83,Sorghum,Export Quantity,1961,tonnes,271335.0
1009,Argentina,83,Sorghum,Export Quantity,1962,tonnes,444273.0
1010,Argentina,83,Sorghum,Export Quantity,1963,tonnes,516530.0
1011,Argentina,83,Sorghum,Export Quantity,1964,tonnes,649036.0
1012,Argentina,83,Sorghum,Export Quantity,1965,tonnes,166903.0
1013,Argentina,83,Sorghum,Export Quantity,1966,tonnes,946590.0
1014,Argentina,83,Sorghum,Export Quantity,1967,tonnes,508931.0
1015,Argentina,83,Sorghum,Export Quantity,1968,tonnes,524843.0
1016,Argentina,83,Sorghum,Export Quantity,1969,tonnes,1338408.0
1017,Argentina,83,Sorghum,Export Quantity,1970,tonnes,1972341.0
1018,Argentina,83,Sorghum,Export Quantity,1971,tonnes,2246885.0
1019,Argentina,83,Sorghum,Export Quantity,1972,tonnes,625483.0
1020,Argentina,83,Sorghum,Export Quantity,1973,tonnes,2065997.0
1021,Argentina,83,Sorghum,Export Quantity,1974,tonnes,3087177.0
1022,Argentina,83,Sorghum,Export Quantity,1975,tonnes,2158075.0
1023,Argentina,83,Sorghum,Export Quantity,1976,tonnes,3437555.0
1024,Argentina,83,Sorghum,Export Quantity,1977,tonnes,4218536.0
1025,Argentina,83,Sorghum,Export Quantity,1978,tonnes,4494818.0
1026,Argentina,83,Sorghum,Export Quantity,1979,tonnes,3898433.0
1027,Argentina,83,Sorghum,Export Quantity,1980,tonnes,1543269.0
1028,Argentina,83,Sorghum,Export Quantity,1981,tonnes,4942219.0
1029,Argentina,83,Sorghum,Export Quantity,1982,tonnes,5327502.0
1030,Argentina,83,Sorghum,Export Quantity,1983,tonnes,5296439.0
1031,Argentina,83,Sorghum,Export Quantity,1984,tonnes,4199252.0
1032,Argentina,83,Sorghum,Export Quantity,1985,tonnes,3275209.0
1033,Argentina,83,Sorghum,Export Quantity,1986,tonnes,1959602.0
1034,Argentina,83,Sorghum,Export Quantity,1987,tonnes,1004191.0
1035,Argentina,83,Sorghum,Export Quantity,1988,tonnes,1476578.0
1036,Argentina,83,Sorghum,Export Quantity,1989,tonnes,384544.0
1037,Argentina,83,Sorghum,Export Quantity,1990,tonnes,1077151.0
1038,Argentina,83,Sorghum,Export Quantity,1991,tonnes,1317755.0
1039,Argentina,83,Sorghum,Export Quantity,1992,tonnes,1145667.0
1040,Argentina,83,Sorghum,Export Quantity,1993,tonnes,951592.0
1041,Argentina,83,Sorghum,Export Quantity,1994,tonnes,428896.0
1042,Argentina,83,Sorghum,Export Quantity,1995,tonnes,188620.0
1043,Argentina,83,Sorghum,Export Quantity,1996,tonnes,666689.0
1044,Argentina,83,Sorghum,Export Quantity,1997,tonnes,661472.0
1045,Argentina,83,Sorghum,Export Quantity,1998,tonnes,1311816.0
1046,Argentina,83,Sorghum,Export Quantity,1999,tonnes,584455.0
1047,Argentina,83,Sorghum,Export Quantity,2000,tonnes,770323.88
1048,Argentina,83,Sorghum,Export Quantity,2001,tonnes,439567.0
1049,Argentina,83,Sorghum,Export Quantity,2002,tonnes,413389.0
1050,Argentina,83,Sorghum,Export Quantity,2003,tonnes,646518.0
1051,Argentina,83,Sorghum,Export Quantity,2004,tonnes,191805.0
1052,Argentina,83,Sorghum,Export Quantity,2005,tonnes,322505.0
1053,Argentina,83,Sorghum,Export Quantity,2006,tonnes,218528.0
1054,Argentina,83,Sorghum,Export Quantity,2007,tonnes,1071717.0
1055,Argentina,83,Sorghum,Export Quantity,2008,tonnes,1178736.0
1056,Argentina,83,Sorghum,Export Quantity,2009,tonnes,1050531.0
1057,Argentina,83,Sorghum,Export Quantity,2010,tonnes,1660212.0
1058,Argentina,83,Sorghum,Export Quantity,2011,tonnes,1847529.0
1059,Argentina,83,Sorghum,Export Quantity,2012,tonnes,2717389.0
1060,Argentina,83,Sorghum,Export Quantity,2013,tonnes,2260901.0
1061,Argentina,83,Sorghum,Export Quantity,2014,tonnes,1128412.0
